,0
3667,depression declines
3668,depression disorder
3669,depression disorders
3670,depression mood
3671,depression on diabetes complications
3672,depression symptoms
3673,depression tendencies
3674,depression to bipolar disorder
3675,depressions
3676,depressive
3677,depressive disorder
3678,depressive disorders
3679,depressive episode
3680,depressive mood
3681,depressive symptoms
3682,depressive/dysthymic disorder
3683,deprivation in prostate cancer
3684,dermatitis
3685,dermatomyositis
3686,dermatomyositis (DMtis)/polymyositis
3687,dermatomyositis/polymyositis
3688,dermatophytosis
3689,deteriorated glucose metabolism
3690,deterioration of glucose metabolism
3691,deterioration of renal function
3692,deterioration to death
3693,developmental delay
3694,developmental disorder
3695,developmental disorders
3696,developmental dysplasia of the hip
3697,dexamethasone
3698,dextromethorphan
3699,diabetes
3700,diabetes and hyperlipidaemia
3701,diabetes and post-diabetes
3702,diabetes and thyroid autoimmunity
3703,diabetes cohort
3704,diabetes complication
3705,diabetes complications
3706,diabetes disease
3707,diabetes impairs
3708,diabetes increases
3709,diabetes ketoacidosis
3710,diabetes mellitus
3711,diabetes mellitus cohort
3712,diabetes mellitus increases
3713,diabetes mellitus type
3714,diabetes mellitus type 2
3715,diabetes merits attention
3716,diabetes mortality
3717,diabetes onset
3718,diabetes or hyperlipidemia
3719,diabetes pneumonia
3720,diabetes type
3721,"diabetes, depression disorder"
3722,"diabetes-, mood disorder"
3723,diabetic
3724,diabetic AF
3725,diabetic CKD
3726,diabetic complication
3727,diabetic complications
3728,diabetic dialysis
3729,diabetic foot
3730,diabetic foot complications
3731,diabetic foot disease
3732,diabetic foot ulcers
3733,diabetic gastroparesis
3734,diabetic hand neuropathy
3735,diabetic hand syndrome
3736,diabetic hemodialysis
3737,diabetic ketoacidosis
3738,diabetic kidney disease
3739,diabetic macrovascular complications
3740,diabetic macular edema
3741,diabetic mellitus
3742,diabetic microvascular complications
3743,diabetic nephropathy
3744,diabetic nephropathy cardiovascular disease
3745,diabetic neuropathy
3746,diabetic peripheral neuropathic pain
3747,diabetic polyneuropathy
3748,diabetic psoriasis
3749,diabetic retinopathy
3750,diabetic retinopathy in type 2 diabetes
3751,diabetic stroke
3752,diabetics
3753,diarrhoea
3754,diazepam
3755,diclofenac
3756,died
3757,dietary iron deficiency
3758,digoxin
3759,dihydroisotanshinone I
3760,dilated cardiomyopathy
3761,dilated intrahepatic
3762,diltiazem
3763,dipeptidyl peptidase (DPP)-4
3764,dipeptidyl peptidase 4
3765,dipeptidyl peptidase IV
3766,dipeptidyl peptidase-4
3767,dipeptidyl peptidease-4
3768,diphtheria-tetanus-pertussis
3769,diploma
3770,dipyridamole
3771,disabilities
3772,disability
3773,disability secondary to renal failure
3774,disc degeneration
3775,diseases and alcohol dependence syndrome
3776,diseases of allergic rhinitis
3777,diseases of the musculoskeletal system
3778,diseases of the pancreas
3779,diseases to dementias
3780,dislocation
3781,disordered immunologic
3782,disorders
3783,disruptive behavior disorders
3784,divalproex
3785,diverticular disease
3786,diverticular diseases
3787,diverticulitis
3788,dizziness
3789,docetaxal
3790,docetaxel
3791,dog
3792,dogs
3793,donepezil
3794,donor
3795,dopamine
3796,dopamine D2 receptor
3797,dopamine transporter
3798,dopaminergic dysfunction
3799,doxorubicin
3800,doxycycline
3801,drinking water
3802,dronedarone
3803,drug abuse
3804,drug dependence
3805,drug overdose
3806,drug poisoning
3807,dry eye
3808,dry eye disease
3809,dry eye syndrome
3810,dry eyes
3811,dry mouth
3812,dry-type AMD
3813,dutasteride
3814,dysbiosis
3815,dysfunction
3816,dysfunctional uterine bleeding
3817,dysfunctions of eye motility
3818,dyskinesia
3819,dyslipidaemia
3820,dyslipidemia
3821,dysmenorrhea
3822,dysmotility in cirrhotic
3823,dyspareunia
3824,dyspepsia
3825,dysphagia
3826,dysphonia
3827,dysplasia
3828,dyspnea
3829,dysrhythmia
3830,dysthymia
3831,dysthymia increases
3832,dysthymia or depressive disorder
3833,dysthymic disorder
3834,dystocia
3835,dystonia
3836,dysuria
3837,eGFR
3838,ear disease
3839,ear disorders
3840,early-stage ovarian cancer
3841,eating disorder
3842,eating disorders
3843,eclampsia
3844,eclampsia/preeclampsia
3845,econazole
3846,eczema
3847,edoxaban
3848,efavirenz
3849,efficiency of lung cancer
3850,effusion
3851,elastin
3852,elevated cardiovascular disease
3853,embolic
3854,embolic stroke
3855,embolism
3856,emergent bony fracture
3857,emesis
3858,emotional condition and depression
3859,emotional distress
3860,emphysema
3861,empyema
3862,emtricitabine
3863,encephalitic
3864,encephalitis
3865,encephalopathy
3866,end stage renal disease
3867,end-stage kidney disease
3868,end-stage liver disease
3869,end-stage liver diseases
3870,end-stage renal disease
3871,end-stage renal disease dialysis
3872,end-stage renal diseases
3873,endocarditis
3874,endocarditis and malignancy
3875,endocrine disorder
3876,endocrine disorders
3877,endocrine dysfunction
3878,endocrine dysfunctions
3879,endocrine malignancy
3880,endocrinopathy
3881,endocrinopathy was hypogonadism
3882,endometrial
3883,endometrial and ovarian cancers
3884,endometrial and thyroid cancers
3885,endometrial cancer
3886,endometrial cancers
3887,endometrial hyperplasia
3888,endometrioid adenocarcinoma
3889,endometrioma
3890,endometriosis
3891,endometriosis and cancer
3892,endometriosis and polycystic ovaries
3893,endometriosis to ovarian cancer
3894,endometriosis-free
3895,endometritis
3896,endophthalmitis
3897,endosulfan
3898,endothelial dysfunction
3899,endothelial dysfunction and arterial atherosclerosis
3900,endothelial injury
3901,endotoxemia
3902,endovascular aneurysm
3903,enema
3904,entacapone
3905,entecavir
3906,enteritis or gastroenteritis
3907,enterocolitis
3908,enteropathy
3909,enteroviral infection
3910,enterovirus A71
3911,enterovirus infection
3912,enterovirus infections
3913,enuresis
3914,eosinophilia
3915,epidemic disease
3916,epidermal growth factor receptor
3917,epididymo-orchitis
3918,epididymo-orchitis and prostate cancer
3919,epididymoorchitis
3920,epididymoorchitis and testicular cancer
3921,epiglottitis
3922,epilepsy
3923,epilepsy in migraineurs
3924,epilepsy-asthma
3925,epileptic
3926,episcleritis and scleritis
3927,episodic mood disorders
3928,epithelial ovarian cancer
3929,epoetin
3930,equine
3931,erectile dysfunction
3932,ergosterol
3933,ergotamine
3934,erlotinib
3935,errors of plantar flexion
3936,erythema multiforme
3937,erythromycin
3938,erythropoietin
3939,escitalopram
3940,esophageal
3941,esophageal FB
3942,esophageal and stomach cancer
3943,esophageal bleeding
3944,esophageal cancer
3945,esophageal candidiasis
3946,esophageal complications
3947,esophageal reflux
3948,esophageal variceal bleeding
3949,esophageal varices bleeding
3950,esophagitis
3951,esp
3952,especially affective psychosis
3953,especially catastrophic illness
3954,especially musculoskeletal dysfunction
3955,estradiol
3956,estrogen receptor
3957,ethanol
3958,etodolac
3959,etodolac &gt;
3960,etoricoxib
3961,euro
3962,everolimus
3963,excessive daytime sleepiness
3964,exemestane
3965,exocrine insufficiency
3966,external ear disease
3967,extrahepatic bile duct cancer
3968,extrahepatic cancer
3969,extrahepatic diseases
3970,extrahepatic malignancies
3971,extrapyramidal diseases
3972,extremities fracture
3973,extremity thromboembolism
3974,eye disease
3975,eye diseases
3976,eye fungal infections
3977,eye injuries
3978,eye injury
3979,eye malignancies
3980,eye malignancy
3981,eye movement sleep behavior disorder
3982,eyeball removal
3983,"eyeball removal, ocular tumours"
3984,eyes
3985,ezetimibe
3986,facial bone fracture
3987,facial cellulitis
3988,facial fracture
3989,facial fractures
3990,facial injuries
3991,facial trauma
3992,fallopian tube cancer
3993,falls
3994,familial aggregation
3995,familial aggregation of schizophrenia
3996,familial aggregation of type 1 diabetes
3997,familial hypercholesterolemia
3998,fasciitis
3999,fatal infections
4000,fatigue
4001,fatigue syndrome
4002,fatty liver
4003,fatty liver disease
4004,febrile neutropenia
4005,febrile seizures
4006,febuxostat
4007,felodipine
4008,femoral neck fracture
4009,femoral neck fractures
4010,fenofibrate
4011,fentanyl
4012,ferret
4013,ferroptosis of breast cancer
4014,fever
4015,fever symptoms
4016,fibrillation (AF) prostate cancer
4017,fibrillin-1
4018,fibromyalgia
4019,fibrosis
4020,fibrosis and cirrhosis
4021,financial condition and depression
4022,finasteride
4023,fistula
4024,fistula failure
4025,fistulae thrombosis
4026,fitness
4027,fitness status
4028,fitness trainer
4029,fits
4030,flank pain
4031,flap failure
4032,flavus infection
4033,flexor tenosynovitis
4034,flomoxef
4035,floor dysfunction
4036,fluconazole
4037,flunarizine
4038,fluoride
4039,fluorine-18-fluorodeoxyglucose
4040,fluoroquinolone
4041,fluoroquinolones
4042,fluorouracil
4043,fluoxetine
4044,flupentixol
4045,fluphenazine
4046,fluticasone
4047,fluticasone propionate
4048,fluvastatin
4049,fluvoxamine
4050,folate
4051,folic acid
4052,follicular lymphoma
4053,food-borne hepatitis
4054,foodborne diseases
4055,foot disease
4056,formaldehyde
4057,formic acid
4058,formoterol
4059,fracture
4060,fracture complications
4061,fracture events within the thalassemia
4062,fracture liaison
4063,fracture urinary tract infection
4064,fractures
4065,fragility fracture
4066,fragility hip fracture
4067,free flap failure
4068,friendliness
4069,fumarate
4070,functional impairment
4071,fungal diseases
4072,fungal infections
4073,fur
4074,furosemide
4075,future cancer
4076,fz
4077,g. enterovirus
4078,gabapentin
4079,gait deficits
4080,galactomannan
4081,galantamine
4082,gall stone disease
4083,gallbladder disease
4084,gallbladder diseases
4085,gallbladder inflammation
4086,gallbladder stone disease
4087,gallbladder stone disease cohort and the nongallbladder stone disease
4088,gallbladder stone disease cohort than the nongallbladder stone disease
4089,gallstone
4090,gallstone disease
4091,gallstone removal
4092,gallstones
4093,gamma-aminobutyric acid A
4094,gammaS
4095,gangrene
4096,gastric bleeding
4097,gastric cancer
4098,gastric cancers
4099,gastric disease
4100,gastric malignancy
4101,gastric ulcers
4102,gastric variceal bleeding
4103,gastric variceal hemorrhage
4104,gastritis
4105,gastro-esophageal reflux disease
4106,gastro-oesophageal reflux disease
4107,gastroenteritis
4108,gastroesophageal reflux disease
4109,gastroesophagel reflux disease
4110,gastrointestinal
4111,gastrointestinal (GI) bleeding
4112,gastrointestinal (GI) cancers
4113,gastrointestinal (GI) complications
4114,gastrointestinal (HR 2.99) cancers
4115,gastrointestinal Hypomotility in schizophrenia and schizoaffective disorder
4116,gastrointestinal adverse
4117,gastrointestinal bleeding
4118,gastrointestinal cancer
4119,gastrointestinal cancers
4120,gastrointestinal disorders
4121,gastrointestinal haemorrhage
4122,gastrointestinal hemorrhage
4123,gastrointestinal hypomotility
4124,gastrointestinal stromal tumor
4125,gastrointestinal stromal tumors
4126,gastrointestinal symptoms
4127,gastrointestinal tract
4128,gastrointestinal tract bleeding
4129,gastrointestinal tract ulcer
4130,gatekeeper
4131,gatekeepers
4132,gatifloxacin
4133,gefitinib
4134,gemcitabine
4135,genetic deficiency
4136,genetic diseases
4137,genetic disorders
4138,genital GBS infection
4139,genital tract infection
4140,genital tract infections
4141,genitourinary cancer
4142,genitourinary disease
4143,genitourinary infections
4144,genitourinary tract infection
4145,gentamicin
4146,gestational diabetes
4147,gestational diabetes mellitus
4148,gestational infections
4149,giant cell arteritis
4150,gingiva
4151,gingival
4152,gingival inflammation
4153,gingivitis
4154,gingivitis cohort
4155,gingivitis or periodontitis
4156,girls
4157,glandular dysfunction
4158,glaucoma
4159,glaucoma blindness
4160,glaucoma eye
4161,glaucoma of the senile
4162,glibenclamide
4163,gliclazide
4164,glimepiride
4165,glinide
4166,glinides
4167,glioblastoma
4168,glioma
4169,gliomas
4170,glipizide
4171,glomerular damage
4172,glomerular disease
4173,glomerulonephritis
4174,glucans
4175,glucosamine
4176,glucosamine sulfate
4177,glucose
4178,glucose and insulin homeostasis
4179,glucose homeostasis
4180,glucose impairment
4181,glucose metabolism
4182,glucose metabolism on gastric cancer
4183,glucose-6-phosphate dehydrogenase
4184,glutamic acid decarboxylase
4185,glutamine
4186,glutathione
4187,glyburide
4188,glycopeptide
4189,glycoside
4190,glycosides
4191,goat
4192,goats
4193,goiter
4194,goiter and thyroiditis
4195,golimumab
4196,gonadotropin releasing hormone
4197,gonadotropin-releasing hormone
4198,gonorrhea
4199,gonorrhea or chlamydia infection
4200,gonorrhoea
4201,good sleeper
4202,goodness
4203,gout
4204,gout and injury
4205,gout attack
4206,gout cohort
4207,"gout, obstructive pulmonary disease"
4208,gout-to-benign prostatic hyperplasia
4209,gouty arthritis
4210,gouty nephropathy
4211,graft failure
4212,granulocyte colony-stimulating factor
4213,granulomatous diseases
4214,group B streptococcus
4215,guinea pig
4216,guselkumab
4217,gynecological cancers
4218,hHF
4219,hMG
4220,haematological malignancy
4221,haemoglobinopathies and haemolytic anaemias
4222,haemophilia
4223,haemorrhage
4224,haemorrhagic
4225,haemorrhagic stroke
4226,haemostasis
4227,hallucination
4228,halogen
4229,haloperidol
4230,hand syndromes
4231,hand tendinopathies
4232,hand tendinopathy
4233,hand-foot-and-mouth disease
4234,handling
4235,hazard ratio (aHR)
4236,head and neck cancer
4237,head and neck cancers
4238,head injuries
4239,head injury
4240,"head injury, depression"
4241,head trauma
4242,head/neck cancer
4243,headache
4244,headache behavior
4245,headache behaviors
4246,headache disorders
4247,headache syndromes
4248,headaches
4249,health disorders
4250,hearing impairment
4251,hearing loss
4252,heart defects
4253,heart disease
4254,heart diseases
4255,heart failure
4256,heart valve disease
4257,heart-failure
4258,heat injury
4259,heat stroke
4260,heat stroke episode
4261,helminthiasis
4262,hemarthrosis
4263,hematologic cancers
4264,hematologic diseases
4265,hematologic disorder
4266,hematologic disorders
4267,hematologic malignancies
4268,hematologic malignancy
4269,hematological cancer
4270,hematological cancers
4271,hematological malignancies
4272,hematological malignancies and cancers
4273,hematological malignancy
4274,hematoma
4275,hematomas
4276,hematuria
4277,hemiarthroplasty
4278,hemiarthroplasty for femoral neck fracture
4279,hemiarthroplasty for fragility hip fracture
4280,hemiarthroplasty for hip fracture
4281,hemiarthroplasty for hip fractures
4282,hemiplegia or hemiparesis
4283,hemiplegia or paraplegia
4284,hemodialysis
4285,hemophilia
4286,hemophilia A
4287,hemophilia B
4288,hemophilic arthropathy
4289,hemorrhage
4290,hemorrhage stroke
4291,hemorrhagic
4292,hemorrhagic fever
4293,hemorrhagic stroke
4294,hemorrhagic strokes
4295,hemorrhoid
4296,hemorrhoid cohort
4297,hemorrhoids
4298,heparin
4299,hepatic and extrahepatic cancer
4300,hepatic carcinogenesis
4301,hepatic coma
4302,hepatic disease
4303,hepatic dysfunction
4304,hepatic encephalopathy
4305,hepatic failure
4306,hepatic fibrosis
4307,hepatic malignancies
4308,hepatic metastases
4309,hepatic metastasis
4310,hepatic-pancreatic cancers
4311,hepatitis
4312,hepatitis A
4313,hepatitis B
4314,hepatitis B and lymphoma
4315,hepatitis B e-antigen (HBeAg)
4316,hepatitis B infection
4317,hepatitis B status.Hepatitis B infection
4318,hepatitis B viral infection
4319,hepatitis B virus
4320,hepatitis B virus (HBV) and hepatitis C virus (HCV) infection
4321,hepatitis B virus (HBV) infection
4322,hepatitis B virus (HBV) infections
4323,hepatitis B virus (HBV) or hepatitis C virus
4324,hepatitis B virus (HBV) or hepatitis C virus (HCV) infection
4325,hepatitis B virus (HBV)-infected
4326,hepatitis B virus X
4327,hepatitis B virus and hepatitis C virus
4328,hepatitis B virus and hepatitis C virus coinfection
4329,hepatitis B virus and hepatitis C virus infections
4330,hepatitis B virus infection
4331,hepatitis B/C infection
4332,hepatitis B/C virus infection
4333,hepatitis C
4334,hepatitis C infection
4335,hepatitis C infections
4336,hepatitis C viral infection
4337,hepatitis C virus
4338,hepatitis C virus (HCV) infection
4339,hepatitis C virus (HCV) infections
4340,hepatitis C virus (HCV)-infected
4341,hepatitis C virus (HCV)-infection
4342,hepatitis C virus infection
4343,"hepatitis C, alcoholic hepatitis"
4344,hepatitis C-infected
4345,hepatitis E
4346,hepatitis and cirrhosis
4347,hepatitis and cirrhosis and hepatoma
4348,hepatitis awareness
4349,hepatitis infection
4350,hepatitis virus infection
4351,hepatitis viruses
4352,"hepatitis, kidney disease"
4353,hepatitis-C infection
4354,hepatobiliary
4355,hepatobiliary curriculum
4356,hepatocellular carcinoma
4357,hepatocellular carcinoma in hepatitis B virus-infected
4358,hepatocellular carcinoma regardless
4359,hepatointestinal complications
4360,hepatoma
4361,hepatomegaly
4362,hepatorenal syndrome
4363,hepatotoxicity
4364,herbal Medicine
4365,herbal medicine
4366,herbs-breast cancer
4367,hereditary hemolytic anemia
4368,hernia
4369,hernia operation
4370,"hernia, cirrhosis"
4371,hernias
4372,herniated intervertebral disc (HIVD) disease
4373,herniated intervertebral disc disease
4374,heroin
4375,herpangina
4376,herpes simplex virus type 1
4377,herpes zoster infection
4378,hidradenitis
4379,hidradenitis suppurativa
4380,high myopia
4381,high stroke
4382,hip arthropathy
4383,hip arthroplasty
4384,hip fracture
4385,hip fracture HR
4386,hip fracture decreases
4387,hip fractures
4388,hip hemiarthroplasty
4389,hip infection
4390,hip or vertebrate fractures
4391,hip osteoarthritis
4392,hirsutism
4393,homocysteine
4394,human
4395,human immunodeficiency virus
4396,human immunodeficiency virus (HIV) and cancer
4397,human immunodeficiency virus infection
4398,human influenza A virus
4399,human papillomavirus
4400,humans
4401,hydrocephalus
4402,hydrochlorothiazide
4403,hydrocortisone
4404,hydronephrosis
4405,hydroxychloroquine
4406,hyperactivity across neuronal
4407,hyperactivity/impulsivity
4408,hyperaldosteronism
4409,hyperandrogenemia
4410,hyperbilirubinaemia
4411,hyperbilirubinemia
4412,hypercalcemia
4413,hypercholesterolaemia
4414,hypercholesterolemia
4415,hypercholesterolemia awareness in Malaysia
4416,hypercholesterolemia in Malaysia
4417,hypercoagulability
4418,hypercoagulation
4419,hypergastrinemia
4420,hyperglycaemia
4421,hyperglycaemia and hypoglycaemia
4422,hyperglycemia
4423,hyperglycemia crisis
4424,hyperglycemic
4425,hyperglycemic hyperosmolar
4426,hyperkalemia
4427,hyperlipidaemia
4428,hyperlipidaemia and coronary arterial disease
4429,hyperlipidaemia and gout
4430,"hyperlipidaemia, chronic renal disease"
4431,"hyperlipidaemia, depression"
4432,hyperlipidemia
4433,hyperlipidemia and goiter
4434,hyperlipidemia attenuated
4435,hyperlipidemia cohort
4436,hyperlipidemia status
4437,"hyperlipidemia, cerebral vascular accident"
4438,hyperlipidemia-sex
4439,hypermetabolic disorders
4440,hypermetropia
4441,hyperosmolar hyperglycaemic
4442,hyperosmolar hyperglycemic
4443,hyperparathyroidism
4444,hyperphagia
4445,hyperplasia
4446,hyperprolactinemia
4447,hypersensitivity of
4448,hypersensitivity vasculitis
4449,hypertension
4450,hypertension decreased lung cancer
4451,hypertension-preeclampsia
4452,hypertensive
4453,hypertensive disease
4454,hypertensive diseases
4455,hypertensive disorders
4456,hypertensive heart disease
4457,hypertensive nephropathy
4458,hypertensive pregnancy disorders
4459,hyperthyroidism
4460,hyperthyroidism and hypothyroidism
4461,hyperthyroidism or hypothyroidism
4462,hypertriglyceridemia
4463,hypertrophic cardiomyopathy
4464,hypertrophy of prostate
4465,hypertrophy of the prostate
4466,hyperuricemia
4467,hyperuricemic
4468,hyperviscosity syndrome
4469,hypnagogic hallucinations
4470,hypo-thyroidism
4471,hypoalbuminaemia
4472,hypoalbuminemia
4473,hypoalgesic
4474,hypoglycaemia
4475,hypoglycaemic coma
4476,hypoglycaemic episode
4477,hypoglycemia
4478,hypoglycemia cohort
4479,hypoglycemia episode
4480,hypoglycemia in type 1 diabetes mellitus
4481,hypoglycemic coma
4482,hypomanic
4483,hypomanic episode
4484,hypomotility
4485,hyponatremia
4486,hypoparathyroidism
4487,hypopharyngeal
4488,hypopharyngeal operation
4489,hypopharynx cancer
4490,hypopharynx cancers
4491,hypopnea syndrome
4492,hypoprothrombinemia
4493,hypospadias
4494,hypotension
4495,hypothyroid
4496,hypothyroidism
4497,hypovolemic shock
4498,hypoxia
4499,hypoxia increases oxidative stress
4500,hypoxic injury
4501,ibandronate
4502,ibuprofen
4503,icodextrin
4504,idiopathic Parkinson's disease
4505,idiopathic congenital clubfoot
4506,idiopathic inflammatory myositis
4507,idiopathic myositis
4508,idiopathic sudden sensorineural hearing loss
4509,idiopathic thrombocytopenic purpura
4510,idiopathic urticaria
4511,iduronate-2-sulfatase
4512,ill cancer
4513,ill schizophrenic cancer
4514,illicit drug use disorder
4515,illness
4516,illness or injury
4517,illness or osteoporosis
4518,illness symptoms
4519,"illness, depression"
4520,imatinib
4521,imipenem
4522,immune disorder
4523,immune dysfunction
4524,immune thrombocytopenia
4525,immune thrombocytopenic purpura
4526,immunity disorders
4527,immunodeficiency virus (HIV) and dementias
4528,immunodeficiency virus (HIV) infection
4529,immunodeficiency virus (HIV)-infected
4530,immunodeficiency virus (HIV)-positive
4531,immunodeficiency virus [HIV] infection
4532,immunodeficiency virus and hepatitis C virus
4533,immunodeficiency virus infection
4534,immunodeficiency virus infection/acquired immune deficiency syndrome
4535,impact of diseases
4536,impact of hepatitis virus
4537,impaired glucose tolerance (IGT) or metabolic syndrome
4538,impaired vision
4539,impairment in Speech
4540,impairment of cognitive function
4541,impairments of visual acuity
4542,implementation of diabetes
4543,implementation of rare disease plans
4544,implementing falls
4545,implementing obesity
4546,impulsiveness/aggressiveness
4547,incontinence
4548,increase in lung cancer
4549,increase infectious disease
4550,increased lung cancer
4551,increased poststroke complications
4552,increased psychiatric disorder
4553,increases cardiovascular disease
4554,increases dementia
4555,increases hypoglycemia
4556,increases ischemic stroke
4557,increases stroke
4558,infant
4559,infantile cerebral palsy
4560,infants
4561,infarction
4562,infected teeth
4563,infection
4564,infection and Kawasaki disease
4565,infection and colorectal cancer
4566,infection and depression
4567,infection and inflammation
4568,infection and leukemia
4569,infection and organ dysfunction
4570,infection and osteoporosis
4571,infection death
4572,infection following bipolar disorder
4573,infection morbidity
4574,infection of the skin
4575,infection on osteoporosis
4576,infection than the hematologic disorder
4577,infection with hepatitis C virus
4578,infection/septic shock
4579,infections
4580,infections and autoimmune diseases
4581,infections of hepatitis viruses
4582,infectious arbovirus diseases
4583,infectious colitis
4584,infectious coronavirus disease
4585,infectious disease
4586,infectious diseases
4587,infective endocarditis
4588,infective endocarditis in systemic lupus erythematosus
4589,infective endocarditis in the systemic lupus erythematosus
4590,infective endocarditis in the systemic lupus erythematosus cohort
4591,inferior turbinate hypertrophy
4592,infertile
4593,infertility
4594,infertility and allergic diseases
4595,infertility and mental disorder
4596,"infertility, ovarian cancer"
4597,inflammation
4598,inflammation hypothesis of depression
4599,inflammation of pancreas
4600,inflammation of the pancreas
4601,inflammation of the pancreatic parenchyma
4602,inflammation of the pulmonary parenchyma
4603,inflammation reactions
4604,inflammation to neurodevelopmental disorders
4605,inflammatory bowel disease
4606,inflammatory bowel diseases
4607,inflammatory bowel necrosis
4608,inflammatory demyelinating disease of the central nervous system
4609,inflammatory disease
4610,inflammatory diseases
4611,inflammatory disorder
4612,inflammatory disorders
4613,inflammatory myositis
4614,inflammatory pruritic skin disease
4615,inflammatory rheumatic disease
4616,inflammatory skin disease
4617,inflammatory skin disorder
4618,infliximab
4619,influenza
4620,influenza A virus infection
4621,influenza A/WSN
4622,influenza infection
4623,influenza virus
4624,information regarding psychiatric illnesses
4625,inguinal hernia
4626,inhalation injury
4627,initiation of hemodialysis
4628,injuries
4629,injuries and accidental deaths
4630,injuries declined
4631,injury
4632,injury and accident
4633,injury and chronic fatigue syndrome
4634,injury and musculoskeletal system disorders
4635,injury and pneumonia
4636,injury and poisoning
4637,injury death
4638,injury deaths
4639,injury or disorders of the musculoskeletal system
4640,"injury, musculoskeletal system"
4641,inotuzumab
4642,insidious neurodegenerative disorder
4643,insomnia
4644,insomnia and excessive daytime sleepiness
4645,insomnia and mental disorders
4646,insomnia cohort
4647,insomnia increases
4648,insomnia subgroups
4649,insomnia subtypes
4650,insufficiency
4651,insufficient
4652,insufficiently
4653,insulin
4654,insulin and chronic obstructive pulmonary disease
4655,insulin initiation
4656,insured psychiatric
4657,"intellectual disability, depression disorder"
4658,interdisciplinary diabetic foot
4659,interferon
4660,interferon-gamma
4661,interleukin (IL)-6
4662,interleukin-28B
4663,interstitial cystitis
4664,interstitial cystitis increases
4665,interval cancer
4666,interval cancers
4667,intervertebral disc disease
4668,intestinal fistula
4669,intestinal obstruction
4670,intestinal parasitic infections
4671,intra-abdominal diseases
4672,intra-abdominal infection
4673,intra-aortic balloon
4674,intra-aortic balloon pump
4675,intraaortic balloon pump
4676,intracerebral haemorrhage
4677,intracerebral hemorrhage
4678,intracerebral hemorrhagic
4679,intracerebral hemorrhagic stroke
4680,intracranial aneurysms
4681,intracranial haemorrhage
4682,intracranial hemorrhage
4683,intracranial malignancy
4684,intracranial malignancy and lymphoma
4685,intraepithelial neoplasia
4686,intrahepatic bile
4687,intrahepatic bile duct cancer
4688,intrahepatic cholangiocarcinoma
4689,intrahepatic stones
4690,intranasal challenge infection
4691,intraocular inflammation
4692,intraoperative blood loss
4693,intrauterine fetal demise
4694,intrauterine growth
4695,intrauterine insemination
4696,invasive breast cancer
4697,invasive cancers
4698,invasive cervical cancer
4699,invasive colorectal cancer
4700,invasive pneumococcal disease
4701,invasive pneumococcal diseases
4702,invasive pulmonary aspergillosis
4703,involuntary
4704,involuntary loss
4705,involuntary trembling
4706,iodine
4707,ipilimumab
4708,iridocyclitis
4709,irinotecan
4710,iron
4711,iron deficiency
4712,iron deficiency anemia
4713,iron-deficiency anaemia
4714,irritable bowel syndrome
4715,ischaemia
4716,ischaemic bowel syndrome
4717,ischaemic bowel syndromes
4718,ischaemic heart disease
4719,ischaemic stroke
4720,ischaemic strokes
4721,ischemia
4722,ischemia stroke
4723,ischemic
4724,ischemic bowel disease
4725,ischemic bowel syndrome
4726,ischemic brain
4727,ischemic cerebrovascular disease
4728,ischemic condition
4729,ischemic heart disease
4730,ischemic heart diseases
4731,ischemic optic neuropathy
4732,ischemic stroke
4733,ischemic stroke/systemic embolism
4734,ischemic strokes
4735,ischemic thromboembolism
4736,ischemic-hemorrhage stroke
4737,ischemic/hemorrhagic stroke
4738,isoniazid
4739,isoprenoid
4740,isosorbide mononitrate
4741,itching
4742,itraconazole
4743,ixekizumab
4744,jaundice
4745,jaw necrosis
4746,jaw osteonecrosis
4747,joining FPIC
4748,joint damage
4749,joint disorders and injury
4750,joint hemarthrosis
4751,joint infection
4752,joint infections
4753,joint inflammation
4754,joint osteoarthritis
4755,joint pain
4756,joint septic arthritis
4757,juvenile idiopathic arthritis
4758,keratoconjunctivitis sicca
4759,keratopathies
4760,keratopathy
4761,keratopathy increases
4762,ketamine
4763,ketoacidosis
4764,ketoconazole
4765,ketoprofen
4766,ketorolac
4767,kidney
4768,kidney cancer
4769,kidney damage
4770,kidney disease
4771,kidney diseases
4772,kidney disorders
4773,kidney dysfunction
4774,kidney failure
4775,kidney injury
4776,kidney insufficiency
4777,kidney malfunctions
4778,kidney-urinary-bladder diseases
4779,kitchen smokiness
4780,knee arthroplasty
4781,knee osteoarthritis
4782,labetalol
4783,labor
4784,labor analgesia
4785,labor insurance
4786,labor migrants
4787,laboratory abnormalities
4788,lactate
4789,lambda-cyhalothrin
4790,lambs
4791,lamivudine
4792,lamotrigine
4793,language developmental abnormalities
4794,language impairment
4795,language impairments
4796,lapatinib
4797,laryngeal cancer
4798,laryngeal nerve injury
4799,larynx cancers
4800,late cerebrovascular accident
4801,late fistula failure
4802,late heart failure
4803,late nephrology
4804,late poststroke epilepsy
4805,late-onset depression
4806,late-onset depression or depression
4807,late-stage breast cancer
4808,late-stage disease
4809,latently infected
4810,learning algorithms
4811,legal
4812,legal blindness
4813,leiomyoma
4814,leiomyoma in type 2 diabetes
4815,leiomyomas
4816,lens disorder
4817,leptospirosis
4818,leptospirosis and depression
4819,leptospirosis cohort
4820,lercanidipine
4821,letrozole
4822,leucovorin
4823,leukaemia
4824,leukemia
4825,leukemia and lymphoma
4826,leukemias
4827,leukopenia
